35a - Antenatal care coverage  at least one visit

Indicator Name,Region,Country Code,Country,Year,Sex,Value,LowerBound,UpperBound,NatureData,OriginData,Footnote1,Footnote2,Footnote3,Footnote4,Footnote5,Footnote6,Coverage
Proportion of births attended by skilled health personnel,Oceania,548,Vanuatu,2000,Female,88,-,-,Country data,-,Definition includes other cadres that is not in alignment with the standard definition,-,-,-,-,-,-
Proportion of births attended by skilled health personnel,Oceania,548,Vanuatu,2005,Female,92,-,-,Country data,-,No / unclear definition of the cadres included,-,-,-,-,-,-
Proportion of births attended by skilled health personnel,Oceania,548,Vanuatu,2007,Female,74,-,-,Country data,-,Cadres included align with the standard definition of: Doctor  nurse and/or midwife,-,-,-,-,-,-
Proportion of births attended by skilled health personnel,Oceania,548,Vanuatu,2006,Female,92.9,-,-,Country data,-,No / unclear definition of the cadres included,-,-,-,-,-,-
Proportion of births attended by skilled health personnel,Oceania,548,Vanuatu,2013,Female,89.4,-,-,Country data,-,Definition includes other cadres that is not in alignment with the standard definition,-,-,-,-,-,-
Proportion of births attended by skilled health personnel,Oceania,570,Niue,2000,Female,100,-,-,Country data,-,Definition includes other cadres that is not in alignment with the standard definition,-,-,-,-,-,-
Proportion of births attended by skilled health personnel,Oceania,570,Niue,2005,Female,100,-,-,Country data,-,No / unclear definition of the cadres included,-,-,-,-,-,-
Proportion of births attended by skilled health personnel,Oceania,570,Niue,2007,Female,100,-,-,Country data,-,No / unclear definition of the cadres included,-,-,-,-,-,-
Proportion of births attended by skilled health personnel,Oceania,570,Niue,2010,Female,100,-,-,Country data,-,No / unclear definition of the cadres included,-,-,-,-,-,-
Proportion of births attended by skilled health personnel,Oceania,570,Niue,2001,Female,100,-,-,Country data,-,No / unclear definition of the cadres included,-,-,-,-,-,-
Proportion of births attended by skilled health personnel,Oceania,570,Niue,2006,Female,100,-,-,Country data,-,No / unclear definition of the cadres included,-,-,-,-,-,-
Proportion of births attended by skilled health personnel,Oceania,570,Niue,2011,Female,100,-,-,Country data,-,No / unclear definition of the cadres included,-,-,-,-,-,-
Proportion of births attended by skilled health personnel,Oceania,570,Niue,2002,Female,100,-,-,Country data,-,No / unclear definition of the cadres included,-,-,-,-,-,-
Proportion of births attended by skilled health personnel,Oceania,583,Micronesia (Federated States of),2003,Female,84.6,-,-,Country data,-,Cadres included align with the standard definition of: Doctor  nurse and/or midwife,-,-,-,-,-,-
Proportion of births attended by skilled health personnel,Oceania,583,Micronesia (Federated States of),2008,Female,90,-,-,Country data,-,No / unclear definition of the cadres included,-,-,-,-,-,-
Proportion of births attended by skilled health personnel,Oceania,583,Micronesia (Federated States of),2000,Female,82.8,-,-,Country data,-,Cadres included align with the standard definition of: Doctor  nurse and/or midwife,-,-,-,-,-,-
Proportion of births attended by skilled health personnel,Oceania,583,Micronesia (Federated States of),2005,Female,82.7,-,-,Country data,-,Cadres included align with the standard definition of: Doctor  nurse and/or midwife,-,-,-,-,-,-
Proportion of births attended by skilled health personnel,Oceania,583,Micronesia (Federated States of),2009,Female,100,-,-,Country data,-,No / unclear definition of the cadres included,-,-,-,-,-,-
Proportion of births attended by skilled health personnel,Oceania,583,Micronesia (Federated States of),2001,Female,85.7,-,-,Country data,-,Cadres included align with the standard definition of: Doctor  nurse and/or midwife,-,-,-,-,-,-
Proportion of births attended by skilled health personnel,Oceania,583,Micronesia (Federated States of),2006,Female,85.3,-,-,Country data,-,Cadres included align with the standard definition of: Doctor  nurse and/or midwife,-,-,-,-,-,-
Proportion of births attended by skilled health personnel,Oceania,583,Micronesia (Federated States of),2002,Female,81.6,-,-,Country data,-,Cadres included align with the standard definition of: Doctor  nurse and/or midwife,-,-,-,-,-,-
Proportion of births attended by skilled health personnel,Oceania,584,Marshall Islands,2007,Female,86.2,-,-,Country data,-,Cadres included align with the standard definition of: Doctor  nurse and/or midwife,-,-,-,-,-,-
Proportion of births attended by skilled health personnel,Oceania,584,Marshall Islands,2009,Female,86.5,-,-,Country data,-,Cadres included align with the standard definition of: Doctor  nurse and/or midwife,-,-,-,-,-,-
Proportion of births attended by skilled health personnel,Oceania,584,Marshall Islands,2010,Female,90,-,-,Country data,-,Cadres included align with the standard definition of: Doctor  nurse and/or midwife,-,-,-,-,-,-
Proportion of births attended by skilled health personnel,Oceania,584,Marshall Islands,2011,Female,90.1,-,-,Country data,-,Cadres included align with the standard definition of: Doctor  nurse and/or midwife,-,-,-,-,-,-
Proportion of births attended by skilled health personnel,Oceania,584,Marshall Islands,2017,Female,92.4,-,-,Country data,-,Cadres included align with the standard definition of: Doctor  nurse and/or midwife,-,-,-,-,-,-
Proportion of births attended by skilled health personnel,Oceania,585,Palau,2008,Female,100,-,-,Country data,-,Cadres included align with the standard definition of: Doctor  nurse and/or midwife,-,-,-,-,-,-
Proportion of births attended by skilled health personnel,Oceania,585,Palau,2000,Female,100,-,-,Country data,-,No / unclear definition of the cadres included,-,-,-,-,-,-
Proportion of births attended by skilled health personnel,Oceania,585,Palau,2007,Female,100,-,-,Country data,-,Cadres included align with the standard definition of: Doctor  nurse and/or midwife,-,-,-,-,-,-
Proportion of births attended by skilled health personnel,Oceania,585,Palau,2009,Female,99.3,-,-,Country data,-,Cadres included align with the standard definition of: Doctor  nurse and/or midwife,-,-,-,-,-,-
Proportion of births attended by skilled health personnel,Oceania,585,Palau,2010,Female,99.6,-,-,Country data,-,Cadres included align with the standard definition of: Doctor  nurse and/or midwife,-,-,-,-,-,-
Proportion of births attended by skilled health personnel,Oceania,585,Palau,2006,Female,100,-,-,Country data,-,No / unclear definition of the cadres included,-,-,-,-,-,-
Proportion of births attended by skilled health personnel,Oceania,585,Palau,2011,Female,100,-,-,Country data,-,Cadres included align with the standard definition of: Doctor  nurse and/or midwife,-,-,-,-,-,-
Proportion of births attended by skilled health personnel,Oceania,585,Palau,2002,Female,100,-,-,Country data,-,No / unclear definition of the cadres included,-,-,-,-,-,-
Proportion of births attended by skilled health personnel,Oceania,585,Palau,2012,Female,97.4,-,-,Country data,-,Cadres included align with the standard definition of: Doctor  nurse and/or midwife,-,-,-,-,-,-
Proportion of births attended by skilled health personnel,Oceania,585,Palau,2013,Female,99.1,-,-,Country data,-,Cadres included align with the standard definition of: Doctor  nurse and/or midwife,-,-,-,-,-,-
Proportion of births attended by skilled health personnel,Oceania,585,Palau,2014,Female,100,-,-,Country data,-,Cadres included align with the standard definition of: Doctor  nurse and/or midwife,-,-,-,-,-,-
Proportion of births attended by skilled health personnel,Oceania,585,Palau,2015,Female,100,-,-,Country data,-,Cadres included align with the standard definition of: Doctor  nurse and/or midwife,-,-,-,-,-,-
Proportion of births attended by skilled health personnel,Oceania,585,Palau,2016,Female,100,-,-,Country data,-,Cadres included align with the standard definition of: Doctor  nurse and/or midwife,-,-,-,-,-,-
Proportion of births attended by skilled health personnel,Oceania,585,Palau,2017,Female,100,-,-,Country data,-,Cadres included align with the standard definition of: Doctor  nurse and/or midwife,-,-,-,-,-,-
Proportion of births attended by skilled health personnel,Oceania,598,Papua New Guinea,2004,Female,39,-,-,Country data,-,No / unclear definition of the cadres included,-,-,-,-,-,-
Proportion of births attended by skilled health personnel,Oceania,598,Papua New Guinea,2006,Female,53,-,-,Country data,-,Cadres included align with the standard definition of: Doctor  nurse and/or midwife,-,-,-,-,-,-
Proportion of births attended by skilled health personnel,Oceania,776,Tonga,2003,Female,97,-,-,Country data,-,No / unclear definition of the cadres included,-,-,-,-,-,-
Proportion of births attended by skilled health personnel,Oceania,776,Tonga,2008,Female,97,-,-,Country data,-,No / unclear definition of the cadres included,-,-,-,-,-,-
Proportion of births attended by skilled health personnel,Oceania,776,Tonga,2000,Female,95,-,-,Country data,-,Definition includes other cadres that is not in alignment with the standard definition,-,-,-,-,-,-
Proportion of births attended by skilled health personnel,Oceania,776,Tonga,2005,Female,96.1,-,-,Country data,-,No / unclear definition of the cadres included,-,-,-,-,-,-
Proportion of births attended by skilled health personnel,Oceania,776,Tonga,2007,Female,98,-,-,Country data,-,No / unclear definition of the cadres included,-,-,-,-,-,-
Proportion of births attended by skilled health personnel,Oceania,776,Tonga,2009,Female,98.1,-,-,Country data,-,No / unclear definition of the cadres included,-,-,-,-,-,-
Proportion of births attended by skilled health personnel,Oceania,776,Tonga,2010,Female,99,-,-,Country data,-,No / unclear definition of the cadres included,-,-,-,-,-,-
Proportion of births attended by skilled health personnel,Oceania,776,Tonga,2001,Female,95.3,-,-,Country data,-,No / unclear definition of the cadres included,-,-,-,-,-,-
Proportion of births attended by skilled health personnel,Oceania,776,Tonga,2004,Female,98,-,-,Country data,-,No / unclear definition of the cadres included,-,-,-,-,-,-
Proportion of births attended by skilled health personnel,Oceania,776,Tonga,2006,Female,98,-,-,Country data,-,No / unclear definition of the cadres included,-,-,-,-,-,-
Proportion of births attended by skilled health personnel,Oceania,776,Tonga,2002,Female,95.1,-,-,Country data,-,No / unclear definition of the cadres included,-,-,-,-,-,-
Proportion of births attended by skilled health personnel,Oceania,776,Tonga,2012,Female,95.5,-,-,Country data,-,Cadres included align with the standard definition of: Doctor  nurse and/or midwife,-,-,-,-,-,-
Proportion of births attended by skilled health personnel,Oceania,798,Tuvalu,2000,Female,100,-,-,Country data,-,Definition includes other cadres that is not in alignment with the standard definition,-,-,-,-,-,-
Proportion of births attended by skilled health personnel,Oceania,798,Tuvalu,2007,Female,93.1,-,-,Country data,-,Cadres included align with the standard definition of: Doctor  nurse and/or midwife,-,-,-,-,-,-
Proportion of births attended by skilled health personnel,Oceania,798,Tuvalu,2002,Female,100,-,-,Country data,-,No / unclear definition of the cadres included,-,-,-,-,-,-
Proportion of births attended by skilled health personnel,Oceania,882,Samoa,2000,Female,80,-,-,Country data,-,Definition includes other cadres that is not in alignment with the standard definition,-,-,-,-,-,-
